name,birthDate,deathDate,bio,memberID,nationality
Ashley Thomas,2022-03-16,,An acclaimed Producer with a passion for painting.,AT2022,Canada
Jessica Thomas,2008-02-28,,An acclaimed Director with a passion for traveling.,JT2008,Germany
Lisa Jackson,1957-11-02,,An acclaimed Producer with a passion for writing.,LJ1957,Spain
Nancy Garcia,2005-03-01,,An acclaimed Director with a passion for photography.,NG2005,Italy
John Smith,1964-09-06,,An acclaimed Screenwriter with a passion for singing.,JS1964,Canada
Anthony Anderson,1983-04-09,,An acclaimed Composer with a passion for writing.,AA1983,France
Elizabeth Martin,2018-04-24,,An acclaimed Producer with a passion for singing.,EM2018,Spain
Mark Jones,1996-08-06,,An acclaimed Screenwriter with a passion for painting.,MJ1996,Canada
Matthew Rodriguez,1964-12-13,,An acclaimed Screenwriter with a passion for photography.,MR1964,Australia
Barbara Hall,2009-07-24,,An acclaimed Screenwriter with a passion for writing.,BH2009,Canada
Jennifer Johnson,1967-07-14,,An acclaimed Director with a passion for singing.,JJ1967,Germany
Patricia Lee,1965-09-25,,An acclaimed Composer with a passion for singing.,PL1965,Germany
Susan Allen,1967-03-25,,An acclaimed Director with a passion for traveling.,SA1967,Canada
Christopher Miller,2018-11-12,,An acclaimed Screenwriter with a passion for writing.,CM2018,UK
Anthony Martin,1999-07-02,,An acclaimed Director with a passion for photography.,AM1999,France
Patricia Williams,1968-07-11,,An acclaimed Producer with a passion for singing.,PW1968,USA
Charles Jones,1990-05-07,,An acclaimed Composer with a passion for writing.,CJ1990,USA
Christopher Robinson,1976-01-06,,An acclaimed Director with a passion for writing.,CR1976,Spain
Matthew Miller,2010-05-01,,An acclaimed Director with a passion for traveling.,MM2010,UK
Christopher Taylor,2007-11-23,,An acclaimed Producer with a passion for painting.,CT2007,Spain
David Jackson,1995-06-17,,An acclaimed Composer with a passion for traveling.,DJ1995,Germany
Jessica Martin,1979-09-28,,An acclaimed Screenwriter with a passion for singing.,JM1979,Spain
Anthony Lewis,1999-05-22,,An acclaimed Composer with a passion for singing.,AL1999,Italy
Margaret Moore,1983-05-22,,An acclaimed Composer with a passion for writing.,MM1983,Canada
Barbara Rodriguez,1981-01-17,,An acclaimed Actor with a passion for writing.,BR1981,France
Anthony Davis,1997-08-18,,An acclaimed Composer with a passion for writing.,AD1997,France
Susan Hall,1971-03-14,,An acclaimed Composer with a passion for painting.,SH1971,Canada
Matthew Robinson,2002-09-02,,An acclaimed Producer with a passion for writing.,MR2002,UK
Ashley White,1998-07-03,,An acclaimed Producer with a passion for writing.,AW1998,Spain
James Moore,1974-05-26,,An acclaimed Screenwriter with a passion for photography.,JM1974,USA
Jessica Robinson,1950-08-12,,An acclaimed Producer with a passion for writing.,JR1950,France
Margaret Wilson,1993-07-27,,An acclaimed Producer with a passion for writing.,MW1993,Italy
Jennifer Brown,2005-04-01,,An acclaimed Screenwriter with a passion for photography.,JB2005,Spain
Linda Lee,1980-01-24,,An acclaimed Director with a passion for traveling.,LL1980,France
Mark Lee,1999-12-14,,An acclaimed Producer with a passion for singing.,ML1999,Spain
Robert Anderson,1991-05-12,,An acclaimed Composer with a passion for writing.,RA1991,USA
Linda Johnson,1985-09-13,,An acclaimed Producer with a passion for writing.,LJ1985,USA
David Brown,1971-02-19,,An acclaimed Director with a passion for singing.,DB1971,Canada
Daniel Jones,2006-10-10,,An acclaimed Actor with a passion for photography.,DJ2006,France
Thomas Rodriguez,1990-01-27,,An acclaimed Composer with a passion for traveling.,TR1990,Germany
Barbara Moore,1985-06-27,,An acclaimed Screenwriter with a passion for painting.,BM1985,Italy
Thomas Thompson,2009-05-03,,An acclaimed Composer with a passion for painting.,TT2009,Germany
Barbara Hall,2015-09-21,,An acclaimed Composer with a passion for singing.,BH2015,Canada
Christopher Robinson,1988-03-19,,An acclaimed Actor with a passion for writing.,CR1988,France
Jennifer Garcia,1961-05-23,,An acclaimed Director with a passion for singing.,JG1961,UK
Elizabeth Williams,1963-08-02,,An acclaimed Producer with a passion for photography.,EW1963,Spain
Susan Allen,2021-10-07,,An acclaimed Director with a passion for photography.,SA2021,Canada
Robert Hernandez,1992-02-10,,An acclaimed Producer with a passion for photography.,RH1992,Italy
Charles Martin,1990-05-01,,An acclaimed Director with a passion for traveling.,CM1990,Spain
John Smith,1992-07-15,,An acclaimed Director with a passion for singing.,JS1992,Spain
Susan Moore,1971-08-06,,An acclaimed Director with a passion for photography.,SM1971,Italy
Nancy Johnson,1975-02-06,,An acclaimed Actor with a passion for writing.,NJ1975,USA
Matthew Clark,1977-02-20,,An acclaimed Composer with a passion for traveling.,MC1977,Spain
Michael Smith,2020-09-21,,An acclaimed Director with a passion for photography.,MS2020,France
Sarah Lee,1973-04-13,,An acclaimed Producer with a passion for traveling.,SL1973,Canada
Robert Thompson,2021-02-03,,An acclaimed Director with a passion for singing.,RT2021,Australia
Mark Johnson,1962-12-04,,An acclaimed Director with a passion for photography.,MJ1962,Canada
Jennifer Robinson,1994-12-06,,An acclaimed Screenwriter with a passion for writing.,JR1994,Italy
Barbara Lewis,1954-04-09,,An acclaimed Screenwriter with a passion for traveling.,BL1954,Germany
Joseph Miller,2019-03-25,,An acclaimed Producer with a passion for traveling.,JM2019,France
Sarah Wilson,2008-02-07,,An acclaimed Screenwriter with a passion for painting.,SW2008,Spain
William Young,2019-11-13,,An acclaimed Composer with a passion for painting.,WY2019,USA
Robert Taylor,1994-11-13,,An acclaimed Actor with a passion for painting.,RT1994,Australia
Karen Williams,2003-12-16,,An acclaimed Composer with a passion for writing.,KW2003,UK
Mary Thompson,1974-11-16,,An acclaimed Composer with a passion for singing.,MT1974,UK
James Brown,1988-11-17,,An acclaimed Director with a passion for photography.,JB1988,Germany
Anthony Taylor,1978-10-23,,An acclaimed Screenwriter with a passion for singing.,AT1978,Italy
Susan Williams,1995-05-12,,An acclaimed Screenwriter with a passion for singing.,SW1995,Italy
Michael Jones,1980-02-05,,An acclaimed Actor with a passion for traveling.,MJ1980,UK
Christopher Martin,2016-11-27,,An acclaimed Producer with a passion for traveling.,CM2016,Australia
Christopher Lee,1972-11-27,,An acclaimed Actor with a passion for writing.,CL1972,Italy
Joseph Martin,2012-11-13,,An acclaimed Actor with a passion for singing.,JM2012,Germany
David Davis,2009-01-27,,An acclaimed Director with a passion for traveling.,DD2009,UK
Barbara Davis,1997-01-21,,An acclaimed Composer with a passion for photography.,BD1997,Italy
Christopher Wilson,1978-07-07,,An acclaimed Actor with a passion for traveling.,CW1978,Australia
Mark Moore,1972-04-14,,An acclaimed Producer with a passion for photography.,MM1972,Italy
Thomas Taylor,2019-05-05,,An acclaimed Composer with a passion for traveling.,TT2019,France
Mary Anderson,1988-06-11,,An acclaimed Actor with a passion for singing.,MA1988,Canada
Ashley Harris,2011-04-12,,An acclaimed Screenwriter with a passion for singing.,AH2011,UK
Anthony Martinez,1978-01-12,,An acclaimed Composer with a passion for painting.,AM1978,UK
Charles Robinson,1989-07-18,,An acclaimed Actor with a passion for painting.,CR1989,USA
Jessica Hernandez,1966-02-02,,An acclaimed Producer with a passion for painting.,JH1966,Spain
Elizabeth Wilson,1952-07-27,,An acclaimed Producer with a passion for writing.,EW1952,Germany
James Hernandez,1978-02-03,,An acclaimed Director with a passion for writing.,JH1978,France
Barbara Clark,2013-08-06,,An acclaimed Producer with a passion for singing.,BC2013,Italy
Charles Rodriguez,1996-04-28,,An acclaimed Screenwriter with a passion for photography.,CR1996,Italy
Jessica Hall,2014-06-27,,An acclaimed Screenwriter with a passion for photography.,JH2014,Canada
Susan Brown,2014-12-18,,An acclaimed Actor with a passion for writing.,SB2014,France
Nancy Martinez,1966-02-05,,An acclaimed Director with a passion for singing.,NM1966,Germany
Sarah Garcia,1959-08-09,,An acclaimed Screenwriter with a passion for photography.,SG1959,Germany
Nancy Brown,1951-07-03,,An acclaimed Producer with a passion for traveling.,NB1951,Canada
Sandra White,1984-04-21,,An acclaimed Actor with a passion for painting.,SW1984,UK
Mark Garcia,2004-03-12,,An acclaimed Composer with a passion for traveling.,MG2004,USA
Daniel Martinez,1964-10-06,,An acclaimed Producer with a passion for painting.,DM1964,Australia
Daniel Johnson,1999-04-12,,An acclaimed Director with a passion for photography.,DJ1999,USA
Mark Johnson,1960-02-21,,An acclaimed Director with a passion for singing.,MJ1960,Germany
Ashley Jones,1988-04-10,,An acclaimed Actor with a passion for writing.,AJ1988,UK
Anthony Anderson,2010-07-25,,An acclaimed Screenwriter with a passion for writing.,AA2010,Italy
Charles Thomas,1988-06-12,,An acclaimed Composer with a passion for writing.,CT1988,USA
Elizabeth Martin,2013-03-25,,An acclaimed Producer with a passion for photography.,EM2013,USA
Joseph Smith,1992-09-25,,An acclaimed Actor with a passion for writing.,JS1992,Canada
Matthew Robinson,2015-02-19,,An acclaimed Actor with a passion for photography.,MR2015,France
Sandra Smith,2002-07-03,,An acclaimed Screenwriter with a passion for singing.,SS2002,USA
Jennifer Young,1991-09-17,,An acclaimed Director with a passion for painting.,JY1991,Germany
William Moore,2000-02-19,,An acclaimed Actor with a passion for traveling.,WM2000,Canada
James Harris,1992-07-04,,An acclaimed Director with a passion for painting.,JH1992,Germany
David Williams,1966-11-10,,An acclaimed Director with a passion for singing.,DW1966,UK
Susan Davis,2019-03-26,,An acclaimed Producer with a passion for traveling.,SD2019,Spain
Richard Martin,1973-12-16,,An acclaimed Director with a passion for writing.,RM1973,Germany
David Lee,2018-07-15,,An acclaimed Director with a passion for writing.,DL2018,UK
Michael Thompson,1973-10-11,,An acclaimed Actor with a passion for traveling.,MT1973,UK
Mark Clark,1964-09-26,,An acclaimed Actor with a passion for traveling.,MC1964,Canada
Charles Garcia,1995-12-25,,An acclaimed Director with a passion for painting.,CG1995,Germany
Jessica Garcia,1951-05-05,,An acclaimed Screenwriter with a passion for writing.,JG1951,Germany
Mark Johnson,1987-01-26,,An acclaimed Producer with a passion for writing.,MJ1987,France
Sarah Miller,1969-02-21,,An acclaimed Screenwriter with a passion for traveling.,SM1969,Australia
Lisa Lee,2017-07-18,,An acclaimed Composer with a passion for singing.,LL2017,Spain
Mark Johnson,2010-02-05,,An acclaimed Actor with a passion for singing.,MJ2010,Canada
John Clark,1978-01-26,,An acclaimed Actor with a passion for painting.,JC1978,Australia
James Lee,2000-08-11,,An acclaimed Director with a passion for photography.,JL2000,Spain
Charles Davis,1981-01-04,,An acclaimed Composer with a passion for painting.,CD1981,Italy
Robert Harris,2020-11-22,,An acclaimed Screenwriter with a passion for singing.,RH2020,Italy
Christopher Thomas,2017-07-05,,An acclaimed Director with a passion for photography.,CT2017,USA
James Wilson,1964-05-17,,An acclaimed Director with a passion for painting.,JW1964,Germany
James Walker,1954-11-09,,An acclaimed Director with a passion for traveling.,JW1954,Spain
Elizabeth Anderson,1975-06-26,,An acclaimed Screenwriter with a passion for singing.,EA1975,France
Barbara Rodriguez,1960-12-10,,An acclaimed Actor with a passion for singing.,BR1960,UK
John Jones,1988-02-22,,An acclaimed Screenwriter with a passion for photography.,JJ1988,Italy
John Harris,1954-10-18,,An acclaimed Actor with a passion for singing.,JH1954,Germany
Jennifer Brown,2017-04-19,,An acclaimed Actor with a passion for singing.,JB2017,Italy
David Smith,1978-10-19,,An acclaimed Director with a passion for photography.,DS1978,Spain
John Smith,2010-07-03,,An acclaimed Actor with a passion for photography.,JS2010,UK
Elizabeth Johnson,1964-10-17,,An acclaimed Producer with a passion for writing.,EJ1964,UK
Linda Walker,1952-12-28,,An acclaimed Composer with a passion for photography.,LW1952,UK
Robert Clark,1985-02-11,,An acclaimed Actor with a passion for painting.,RC1985,UK
Elizabeth Taylor,1976-04-19,,An acclaimed Producer with a passion for writing.,ET1976,USA
Karen Williams,1952-03-24,,An acclaimed Producer with a passion for singing.,KW1952,UK
John Moore,2017-08-14,,An acclaimed Director with a passion for singing.,JM2017,France
Lisa Smith,1995-05-05,,An acclaimed Screenwriter with a passion for writing.,LS1995,UK
Jennifer Miller,1972-04-16,,An acclaimed Composer with a passion for photography.,JM1972,Germany
Richard Lewis,1999-02-18,,An acclaimed Screenwriter with a passion for photography.,RL1999,Australia
Charles Brown,2023-08-25,,An acclaimed Producer with a passion for writing.,CB2023,Spain
James Wilson,1983-12-18,,An acclaimed Actor with a passion for traveling.,JW1983,Australia
Lisa Rodriguez,2007-10-17,,An acclaimed Composer with a passion for painting.,LR2007,USA
David Martin,1991-11-06,,An acclaimed Composer with a passion for photography.,DM1991,USA
Sarah Taylor,1992-02-28,,An acclaimed Actor with a passion for photography.,ST1992,Italy
Susan Jones,2012-08-28,,An acclaimed Director with a passion for singing.,SJ2012,Canada
Matthew Davis,2017-01-12,,An acclaimed Composer with a passion for singing.,MD2017,Australia
Daniel Johnson,1958-04-26,,An acclaimed Director with a passion for writing.,DJ1958,USA
James Walker,2001-02-08,,An acclaimed Director with a passion for painting.,JW2001,Australia
Mark Brown,1967-11-17,,An acclaimed Actor with a passion for photography.,MB1967,Germany
Mark Taylor,1955-02-20,,An acclaimed Producer with a passion for singing.,MT1955,Australia
Elizabeth Clark,2008-10-11,,An acclaimed Actor with a passion for traveling.,EC2008,Spain
Patricia Thomas,1983-08-28,,An acclaimed Composer with a passion for photography.,PT1983,Canada
Sandra Davis,1965-08-02,,An acclaimed Actor with a passion for painting.,SD1965,Canada
Sandra Hall,1955-07-22,,An acclaimed Director with a passion for writing.,SH1955,Spain
Robert Hall,2018-08-22,,An acclaimed Composer with a passion for writing.,RH2018,France
Robert Robinson,1977-05-16,,An acclaimed Producer with a passion for photography.,RR1977,Spain
Daniel Martinez,1997-03-06,,An acclaimed Producer with a passion for traveling.,DM1997,Italy
Ashley Harris,1990-05-01,,An acclaimed Actor with a passion for writing.,AH1990,Canada
Christopher Allen,1960-01-02,,An acclaimed Composer with a passion for traveling.,CA1960,Canada
Ashley Brown,1972-04-24,,An acclaimed Director with a passion for writing.,AB1972,USA
Joseph Brown,1972-12-23,,An acclaimed Screenwriter with a passion for painting.,JB1972,UK
Christopher Johnson,1999-07-27,,An acclaimed Screenwriter with a passion for singing.,CJ1999,Australia
Linda Martin,2014-03-05,,An acclaimed Actor with a passion for photography.,LM2014,UK
Jessica Lewis,1963-08-01,,An acclaimed Producer with a passion for painting.,JL1963,France
John Jones,1963-07-05,,An acclaimed Composer with a passion for writing.,JJ1963,France
John Brown,1987-08-24,,An acclaimed Screenwriter with a passion for writing.,JB1987,USA
Karen Harris,1992-12-20,,An acclaimed Screenwriter with a passion for painting.,KH1992,Australia
